,ISBN,bookAuthor,author_gender,birthplace
148389,019283536X,Mary Wollstonecraft,female, United Kingdom    
148393,019281527X,Mary Wollstonecraft,female, United Kingdom    
148397,393003736,Mary Wollstonecraft,female, United Kingdom    
148401,61020273,Christopher Priest,male, United Kingdom    
148404,207042149X,Christopher Priest,male, United Kingdom    
148407,312858868,Christopher Priest,male, United Kingdom    
148410,446676454,Christopher Priest,male, United Kingdom    
148413,671033883,Christopher Priest,male, United Kingdom    
148416,2070423514,Christopher Priest,male, United Kingdom    
148419,2207251497,Christopher Priest,male, United Kingdom    
148422,312205414,Christopher Priest,male, United Kingdom    
148425,038079294X,Eric S. Nylund,male,   United States  
148426,380792923,Eric S. Nylund,male,   United States  
148427,380785420,Eric S. Nylund,male,   United States  
148428,345458745,Eric S. Nylund,male,   United States  
148429,380796147,Eric S. Nylund,male,   United States  
148430,345327616,Eric Frank Russell,male, United Kingdom    
148431,345327594,Eric Frank Russell,male, United Kingdom    
148432,575072407,Eric Frank Russell,male, United Kingdom    
148433,088184991X,Eric Frank Russell,male, United Kingdom    
148434,575070951,Eric Frank Russell,male, United Kingdom    
148435,787117889,Richard Stark,male, United States    
148436,446674648,Richard Stark,male, United States    
148437,089296779X,Richard Stark,male, United States    
148438,892967110,Richard Stark,male, United States    
148439,892966629,Richard Stark,male, United States    
148440,892966610,Richard Stark,male, United States    
148441,446677744,Richard Stark,male, United States    
148442,446677736,Richard Stark,male, United States    
148443,749002395,Richard Stark,male, United States    
148444,446677906,Richard Stark,male, United States    
148445,446674656,Richard Stark,male, United States    
148446,553472321,Patricia MacLachlan,female, United States    
148450,440840007,Patricia MacLachlan,female, United States    
148454,64402657,Patricia MacLachlan,female, United States    
148458,385311338,Patricia MacLachlan,female, United States    
148462,64430413,Patricia MacLachlan,female, United States    
148466,60210990,Patricia MacLachlan,female, United States    
148470,64402312,Patricia MacLachlan,female, United States    
148474,60240938,Patricia MacLachlan,female, United States    
148478,64401952,Patricia MacLachlan,female, United States    
148482,64401898,Patricia MacLachlan,female, United States    
148486,60240849,Patricia MacLachlan,female, United States    
148490,385304277,Patricia MacLachlan,female, United States    
148494,140389113,Charles Baudelaire,male,France    
148498,2842055837,Charles Baudelaire,male,France    
148502,226039269,Charles Baudelaire,male,France    
148506,287714125X,Charles Baudelaire,male,France    
148510,2253014834,Charles Baudelaire,male,France    
148518,207040904X,Charles Baudelaire,male,France    
148522,486284506,Charles Baudelaire,male,France    
148526,2845950357,Charles Baudelaire,male,France    
148530,1843910179,Charles Baudelaire,male,France    
148534,2290314765,Charles Baudelaire,male,France    
148538,847522377X,Charles Baudelaire,male,France    
148542,2290332577,Charles Baudelaire,male,France    
148546,192835459,Charles Baudelaire,male,France    
148550,714833657,Charles Baudelaire,male,France    
148554,486270920,Charles Baudelaire,male,France    
148558,821223984,Charles Baudelaire,male,France    
148562,802131638,John Rechy,male, United States    
148563,881840041,John Rechy,male, United States    
148564,802130836,John Rechy,male, United States    
148565,881842729,John Rechy,male, United States    
148566,802151973,John Rechy,male, United States    
148567,394621697,John Rechy,male, United States    
148568,802138470,John Rechy,male, United States    
148569,881845310,John Rechy,male, United States    
148570,698119347,Anthony Horowitz,male, United Kingdom  
148574,698119320,Anthony Horowitz,male, United Kingdom  
148578,014250050X,Anthony Horowitz,male, United Kingdom  
148582,039923621X,Anthony Horowitz,male, United Kingdom  
148586,140381848,Anthony Horowitz,male, United Kingdom  
148590,399236201,Anthony Horowitz,male, United Kingdom  
148594,744590078,Anthony Horowitz,male, United Kingdom  
148598,744559715,Anthony Horowitz,male, United Kingdom  
148602,744554772,Anthony Horowitz,male, United Kingdom  
148606,142401668,Anthony Horowitz,male, United Kingdom  
148610,185697975X,Anthony Horowitz,male, United Kingdom  
148614,014240165X,Anthony Horowitz,male, United Kingdom  
148618,399239790,Anthony Horowitz,male, United Kingdom  
148622,399237771,Anthony Horowitz,male, United Kingdom  
148626,425088901,Anthony Horowitz,male, United Kingdom  
148630,6742106,Anthony Horowitz,male, United Kingdom  
148634,439442494,Anthony Horowitz,male, United Kingdom  
148638,192834266,Voltaire,male,France    
148642,486266893,Voltaire,male,France    
148646,1592248276,Voltaire,male,France    
148650,2266029266,Voltaire,male,France    
148654,2038715505,Voltaire,male,France    
148658,2010178750,Voltaire,male,France    
148662,553210289,Voltaire,male,France    
148666,140150412,Voltaire,male,France    
148670,2070368769,Voltaire,male,France    
148674,1578151198,Voltaire,male,France    
148678,312148542,Voltaire,male,France    
148682,140622632,Voltaire,male,France    
148686,2253004251,Voltaire,male,France    
148690,8474239974,Voltaire,male,France    
148694,140623035,Voltaire,male,France    
148698,2253014923,Voltaire,male,France    
148702,685340651,Voltaire,male,France    
148706,2842056078,Voltaire,male,France    
148710,879758813,Voltaire,male,France    
148714,159308028X,Voltaire,male,France    
148718,2253098086,Voltaire,male,France    
148722,345278674,Lord Dunsany,male, United Kingdom    
148724,345270908,Lord Dunsany,male, United Kingdom    
148726,325720597X,Lord Dunsany,male, United Kingdom    
148728,1592240259,Lord Dunsany,male, United Kingdom    
148730,310247306,Philip Yancey,male, United States  
148732,310247276,Philip Yancey,male, United States  
148734,310252172,Philip Yancey,male, United States  
148736,310354110,Philip Yancey,male, United States  
148738,310213274,Philip Yancey,male, United States  
148740,310218624,Philip Yancey,male, United States  
148742,310517818,Philip Yancey,male, United States  
148744,61040223,Philip Yancey,male, United States  
148746,031021436X,Philip Yancey,male, United States  
148748,310926742,Philip Yancey,male, United States  
148750,310245656,Philip Yancey,male, United States  
148752,310214378,Philip Yancey,male, United States  
148754,310926645,Philip Yancey,male, United States  
148756,829718656,Philip Yancey,male, United States  
148758,802846122,Philip Yancey,male, United States  
148760,310235316,Philip Yancey,male, United States  
148762,031051780X,Philip Yancey,male, United States  
148764,394502787,Elaine Pagels,female,      
148765,679401407,Elaine Pagels,female,      
148766,679724532,Elaine Pagels,female,      
148767,679731180,Elaine Pagels,female,      
148770,802133908,Juan Rulfo,male,Mexico    
148772,8408041797,Juan Rulfo,male,Mexico    
148774,8420646180,Juan Rulfo,male,Mexico    
148776,9500718022,Juan Rulfo,male,Mexico    
148778,8437605121,Juan Rulfo,male,Mexico    
148782,394174461,Juan Rulfo,male,Mexico    
148784,042518465X,Carrie Brown,female,   United States  
148785,553380850,Carrie Brown,female,   United States  
148786,1565122992,Carrie Brown,female,   United States  
148787,553380281,Carrie Brown,female,   United States  
148788,1565122038,Carrie Brown,female,   United States  
148789,1565121740,Carrie Brown,female,   United States  
148790,425188493,Carrie Brown,female,   United States  
148791,26284707,George F. Will,male, United States    
148792,60973722,George F. Will,male, United States    
148793,29344301,George F. Will,male, United States    
148794,684825627,George F. Will,male, United States    
148795,684838206,George F. Will,male, United States    
148796,671427342,George F. Will,male, United States    
148797,671605550,Ariel Sharon,male,Occupied    
148798,6550924,Heinrich Harrer,male,Austria-Hungary    
148803,8440670265,Heinrich Harrer,male,Austria-Hungary    
148808,874778883,Heinrich Harrer,male,Austria-Hungary    
148813,874779405,Heinrich Harrer,male,Austria-Hungary    
148818,061308733X,Heinrich Harrer,male,Austria-Hungary    
148823,874779251,Heinrich Harrer,male,Austria-Hungary    
148828,3550069618,Heinrich Harrer,male,Austria-Hungary    
148833,3548364314,Heinrich Harrer,male,Austria-Hungary    
148838,354836229X,Heinrich Harrer,male,Austria-Hungary    
148843,689855532,Sonya Sones,female, United States  
148845,689841140,Sonya Sones,female, United States  
148847,60283874,Sonya Sones,female, United States  
148849,64462188,Sonya Sones,female, United States  
148851,385009135,Margery Williams Bianco,female, United Kingdom    
148855,380581566,Margery Williams Bianco,female, United Kingdom    
148859,517618133,Margery Williams Bianco,female, United Kingdom    
148863,039453221X,Margery Williams Bianco,female, United Kingdom    
148867,9505156944,Quino,male,Argentina    
148868,9505156014,Quino,male,Argentina    
148869,9505156642,Quino,male,Argentina    
148870,9505156030,Quino,male,Argentina    
148871,950515609X,Quino,male,Argentina    
148872,9505156103,Quino,male,Argentina    
148873,9505156081,Quino,male,Argentina    
148874,9505156073,Quino,male,Argentina    
148875,9505156065,Quino,male,Argentina    
148876,9505156057,Quino,male,Argentina    
148877,8426445047,Quino,male,Argentina    
148878,9505156022,Quino,male,Argentina    
148879,9505157592,Quino,male,Argentina    
148880,374505209,Knut Hamsun,male,Norway    
148883,141180641,Knut Hamsun,male,Norway    
148886,141180676,Knut Hamsun,male,Norway    
148889,374525285,Knut Hamsun,male,Norway    
148892,374500169,Knut Hamsun,male,Norway    
148898,380803941,James D. Doss,male,   United States    
148899,380803933,James D. Doss,male,   United States    
148900,60199326,James D. Doss,male,   United States    
148901,380724960,James D. Doss,male,   United States    
148902,380726904,James D. Doss,male,   United States    
148903,61031143,James D. Doss,male,   United States    
148904,380974258,James D. Doss,male,   United States    
148905,312317441,James D. Doss,male,   United States    
148906,380977222,James D. Doss,male,   United States    
148907,380977214,James D. Doss,male,   United States    
148908,380790297,James D. Doss,male,   United States    
148909,380790300,James D. Doss,male,   United States    
148910,312317425,James D. Doss,male,   United States    
148911,394847466,Barbara Park,female, United States    
148912,394825969,Barbara Park,female, United States    
148913,375802924,Barbara Park,female, United States    
148914,394869346,Barbara Park,female, United States    
148915,807261890,Barbara Park,female, United States    
148916,375902937,Barbara Park,female, United States    
148917,380699923,Barbara Park,female, United States    
148918,380639742,Barbara Park,female, United States    
148920,394805712,Barbara Park,female, United States    
148923,067988792X,Barbara Park,female, United States    
148924,394825926,Barbara Park,female, United States    
148925,394847458,Barbara Park,female, United States    
148926,380698404,Barbara Park,female, United States    
148927,394850599,Barbara Park,female, United States    
148928,380619946,Barbara Park,female, United States    
148929,679882030,Barbara Park,female, United States    
148930,606198997,Barbara Park,female, United States    
148931,679454292,Don Winslow,male, United States    
148933,312966172,Don Winslow,male, United States    
148935,312964226,Don Winslow,male, United States    
148937,804116105,Don Winslow,male, United States    
148939,312958641,Don Winslow,male, United States    
148941,1562010115,Don Winslow,male, United States    
148943,312963092,Don Winslow,male, United States    
148945,679454314,Don Winslow,male, United States    
148947,804116113,Don Winslow,male, United States    
148949,1562011073,Don Winslow,male, United States    
148951,679460144,Don Winslow,male, United States    
148953,2070496546,Don Winslow,male, United States    
148955,3442448913,Don Winslow,male, United States    
148957,486275507,Robert Frost,male, United States    
148959,805003169,Robert Frost,male, United States    
148961,30271509,Robert Frost,male, United States    
148963,525401156,Robert Frost,male, United States    
148965,30725356,Robert Frost,male, United States    
148967,140421726,Robert Frost,male, United States    
148969,486268667,Robert Frost,male, United States    
148971,671496174,Robert Frost,male, United States    
148977,681225106,Robert Frost,male, United States    
148979,30120608,Robert Frost,male, United States    
148981,805005285,Robert Frost,male, United States    
148983,805049029,Robert Frost,male, United States    
148985,821222880,Robert Frost,male, United States    
148987,312983328,Robert Frost,male, United States    
148989,525467343,Robert Frost,male, United States    
148991,590452207,Robert Frost,male, United States    
148993,805012087,Robert Frost,male, United States    
148995,30867444,Robert Frost,male, United States    
148997,805002456,Robert Frost,male, United States    
148999,517350572,Robert Frost,male, United States    
149001,374504938,Robert Graves,male, United Kingdom    
149005,8435015653,Robert Graves,male, United Kingdom    
149009,571069614,Robert Graves,male, United Kingdom    
149013,385093306,Robert Graves,male, United Kingdom    
149017,140205098,Robert Graves,male, United Kingdom    
149021,393311368,Robert Graves,male, United Kingdom    
149025,140010270,Robert Graves,male, United Kingdom    
149029,679725733,Robert Graves,male, United Kingdom    
149033,8435060020,Robert Graves,male, United Kingdom    
149037,374516790,Robert Graves,male, United Kingdom    
149041,394608127,Robert Graves,male, United Kingdom    
149045,140010262,Robert Graves,male, United Kingdom    
149053,374517398,Robert Graves,male, United Kingdom    
149057,014020508X,Robert Graves,male, United Kingdom    
149061,8420431249,Robert Graves,male, United Kingdom    
149065,8489779015,Robert Graves,male, United Kingdom    
149069,440932211,Robert Graves,male, United Kingdom    
149073,374505322,Robert Graves,male, United Kingdom    
149077,1850897506,Robert Graves,male, United Kingdom    
149085,140171991,Robert Graves,male, United Kingdom    
149089,304341924,Robert Graves,male, United Kingdom    
149093,385263309,Robert Graves,male, United Kingdom    
149097,140010246,Robert Graves,male, United Kingdom    
149101,140076026,Robert Graves,male, United Kingdom    
149105,394701828,Robert Graves,male, United Kingdom    
149113,8435016188,Robert Graves,male, United Kingdom    
149117,897330595,Robert Graves,male, United Kingdom    
149121,1569248494,Robert Graves,male, United Kingdom    
149125,679733973,Jim Thompson,male, United States    
149127,1556110162,Jim Thompson,male, United States    
149129,679732497,Jim Thompson,male, United States    
149131,679732500,Jim Thompson,male, United States    
149133,679732519,Jim Thompson,male, United States    
149135,679733108,Jim Thompson,male, United States    
149137,679732489,Jim Thompson,male, United States    
149139,679733140,Jim Thompson,male, United States    
149141,679733159,Jim Thompson,male, United States    
149143,679740147,Jim Thompson,male, United States    
149145,679733094,Jim Thompson,male, United States    
149147,679733086,Jim Thompson,male, United States    
149149,3257228910,Jim Thompson,male, United States    
149151,1886346003,Jim Thompson,male, United States    
149153,679733132,Jim Thompson,male, United States    
149155,067940368X,Jim Thompson,male, United States    
149157,445405708,Jim Thompson,male, United States    
149159,1883011493,Jim Thompson,male, United States    
149161,679740171,Jim Thompson,male, United States    
149163,014230199X,Joan Holub,male,   United States  
149165,081674033X,Joan Holub,male,   United States  
149167,439544130,Joan Holub,male,   United States  
149169,059005905X,Joan Holub,male,   United States  
149171,142301191,Joan Holub,male,   United States  
149173,843175664,Don Freeman,male, United States    
149177,140501738,Don Freeman,male, United States    
149181,140503463,Don Freeman,male, United States    
149185,670241334,Don Freeman,male, United States    
149189,140503528,Don Freeman,male, United States    
149193,670150568,Don Freeman,male, United States    
149197,140508937,Don Freeman,male, United States    
149201,140502181,Don Freeman,male, United States    
149205,448421542,Don Freeman,male, United States    
149209,067080522X,Don Freeman,male, United States    
149213,140502793,Don Freeman,male, United States    
149217,140503285,Don Freeman,male, United States    
149221,067056172X,Don Freeman,male, United States    
149225,140503269,Don Freeman,male, United States    
149229,516087371,Don Freeman,male, United States    
149233,140502882,Don Freeman,male, United States    
149237,140542523,Don Freeman,male, United States    
149249,590962736,Ellen Emerson White,female,   United States  
149250,590477854,Ellen Emerson White,female,   United States  
149251,380825783,Ellen Emerson White,female,   United States  
149252,590467379,Ellen Emerson White,female,   United States  
149253,439148898,Ellen Emerson White,female,   United States  
149254,590338293,Ellen Emerson White,female,   United States  
149255,380897806,Ellen Emerson White,female,   United States  
149256,590408518,Ellen Emerson White,female,   United States  
149257,590446282,Ellen Emerson White,female,   United States  
149258,590440756,Ellen Emerson White,female,   United States  
149259,1930709269,Ellen Emerson White,female,   United States  
149260,440473780,Margery Sharp,female, United Kingdom    
149261,440457610,Margery Sharp,female, United Kingdom    
149262,440457165,Margery Sharp,female, United Kingdom    
149263,316783552,Margery Sharp,female, United Kingdom    
149264,440457173,Margery Sharp,female, United Kingdom    
149265,590480871,David Shannon,male, United States    
149268,439050227,David Shannon,male, United States    
149271,590929976,David Shannon,male, United States    
149274,8424187369,David Shannon,male, United States    
149277,374523657,Luc Sante,male,Belgium  
149278,679738762,Luc Sante,male,Belgium  
149279,679424105,Luc Sante,male,Belgium  
149280,689829531,Ian Falconer,male, United States    
149283,068982954X,Ian Falconer,male, United States    
149286,689852916,Ian Falconer,male, United States    
149289,765341611,Jerome K. Jerome,male, United Kingdom    
149293,140621458,Jerome K. Jerome,male, United Kingdom    
149297,140063927,Jerome K. Jerome,male, United Kingdom    
149301,140282602,Jerome K. Jerome,male, United Kingdom    
149305,140437509,Jerome K. Jerome,male, United Kingdom    
149309,1853260517,Jerome K. Jerome,male, United Kingdom    
149313,3492224512,Jerome K. Jerome,male, United Kingdom    
149317,194216543,Jerome K. Jerome,male, United Kingdom    
149321,460870289,Jerome K. Jerome,male, United Kingdom    
149325,862995698,Jerome K. Jerome,male, United Kingdom    
149329,375414207,Evelyn Waugh,male, United Kingdom    
149333,316926108,Evelyn Waugh,male, United Kingdom    
149337,140008217,Evelyn Waugh,male, United Kingdom    
149341,316926116,Evelyn Waugh,male, United Kingdom    
149345,330501623,Evelyn Waugh,male, United Kingdom    
149349,316926051,Evelyn Waugh,male, United Kingdom    
149357,316916056,Evelyn Waugh,male, United Kingdom    
149361,316926345,Evelyn Waugh,male, United Kingdom    
149365,760725187,Evelyn Waugh,male, United Kingdom    
149369,316926086,Evelyn Waugh,male, United Kingdom    
149373,316926302,Evelyn Waugh,male, United Kingdom    
149377,316926604,Evelyn Waugh,male, United Kingdom    
149381,8433920103,Evelyn Waugh,male, United Kingdom    
149385,316926078,Evelyn Waugh,male, United Kingdom    
149389,140059156,Evelyn Waugh,male, United Kingdom    
149393,3257211732,Evelyn Waugh,male, United Kingdom    
149397,3257212763,Evelyn Waugh,male, United Kingdom    
149401,3257211767,Evelyn Waugh,male, United Kingdom    
149405,3257211740,Evelyn Waugh,male, United Kingdom    
149409,316926280,Evelyn Waugh,male, United Kingdom    
149413,140008225,Evelyn Waugh,male, United Kingdom    
149417,749317221,Evelyn Waugh,male, United Kingdom    
149421,316917338,Evelyn Waugh,male, United Kingdom    
149425,316926205,Evelyn Waugh,male, United Kingdom    
149429,316926450,Evelyn Waugh,male, United Kingdom    
149433,316926477,Evelyn Waugh,male, United Kingdom    
149441,60929073,Jewell Parker Rhodes,female, United States  
149442,743410092,Jewell Parker Rhodes,female, United States  
149443,60187328,Jewell Parker Rhodes,female, United States  
149444,1558170863,James Dickey,male, United States    
149448,385313098,James Dickey,male, United States    
149452,395475651,James Dickey,male, United States    
149456,385065493,James Dickey,male, United States    
149460,848706919,James Dickey,male, United States    
149464,807111414,James Dickey,male, United States    
149468,394567846,Thomas J. Peters,male, United States  
149469,679757651,Thomas J. Peters,male, United States  
149470,375401571,Thomas J. Peters,male, United States  
149471,446383899,Thomas J. Peters,male, United States  
149472,679754938,Thomas J. Peters,male, United States  
149473,60150424,Thomas J. Peters,male, United States  
149474,394544846,Thomas J. Peters,male, United States  
149475,679755551,Thomas J. Peters,male, United States  
149476,375407731,Thomas J. Peters,male, United States  
149477,394559991,Thomas J. Peters,male, United States  
149478,679463046,David Mitchell,male, United Kingdom    
149483,375507264,David Mitchell,male, United Kingdom    
149488,340739762,David Mitchell,male, United Kingdom    
149493,812966929,David Mitchell,male, United Kingdom    
149498,375724508,David Mitchell,male, United Kingdom    
149503,789415089,David Mitchell,male, United Kingdom    
149508,888995199,Deborah Ellis,female,Canada    
149509,888994168,Deborah Ellis,female,Canada    
149510,888995423,Deborah Ellis,female,Canada    
149511,088899382X,Deborah Ellis,female,Canada    
149512,192752111,Deborah Ellis,female,Canada    
149513,1879960265,Audre Lorde,female, United States    
149517,393312380,Audre Lorde,female, United States    
149521,932379397,Audre Lorde,female, United States    
149525,895941228,Audre Lorde,female, United States    
149529,895941414,Audre Lorde,female, United States    
149533,393040909,Audre Lorde,female, United States    
149537,393309754,Audre Lorde,female, United States    
149541,312875959,Gillian Bradshaw,female, United States    
149542,1569470103,Gillian Bradshaw,female, United States    
149543,553297961,Gillian Bradshaw,female, United States    
149544,553299220,Gillian Bradshaw,female, United States    
149545,688113575,Gillian Bradshaw,female, United States    
149546,812545141,Gillian Bradshaw,female, United States    
149547,553299646,Gillian Bradshaw,female, United States    
149548,395436206,Gillian Bradshaw,female, United States    
149549,3548250386,Gillian Bradshaw,female, United States    
149550,441010970,Gillian Bradshaw,female, United States    
149551,671254723,Gillian Bradshaw,female, United States    
149552,671250930,Gillian Bradshaw,female, United States    
149553,671435124,Gillian Bradshaw,female, United States    
149554,395411599,Gillian Bradshaw,female, United States    
149555,60936827,Lily Prior,male,   United Kingdom  
149556,60953691,Lily Prior,male,   United Kingdom  
149557,006019538X,Lily Prior,male,   United Kingdom  
149558,66212596,Lily Prior,male,   United Kingdom  
149559,1891830430,Craig Thompson,male, United States    
149562,971359768,Jeffrey Brown,male, United States  
149563,1891830414,Jeffrey Brown,male, United States  
149564,750643935,Peter F. Drucker,male,  Austria    
149566,887306187,Peter F. Drucker,male,  Austria    
149568,887306012,Peter F. Drucker,male,  Austria    
149570,887309984,Peter F. Drucker,male,  Austria    
149572,006093574X,Peter F. Drucker,male,  Austria    
149574,525934146,Peter F. Drucker,male,  Austria    
149576,60161299,Peter F. Drucker,male,  Austria    
149578,452280559,Peter F. Drucker,male,  Austria    
149580,452269849,Peter F. Drucker,male,  Austria    
149582,887306136,Peter F. Drucker,male,  Austria    
149584,525940537,Peter F. Drucker,male,  Austria    
149586,887306128,Peter F. Drucker,male,  Austria    
149588,60516070,Peter F. Drucker,male,  Austria    
149590,140621571,George Grossmith,male, United Kingdom    
149591,140285563,George Grossmith,male, United Kingdom    
149592,140005102,George Grossmith,male, United Kingdom    
149593,862999278,George Grossmith,male, United Kingdom    
149594,192833278,George Grossmith,male, United Kingdom    
149595,330311964,Anthony Grey,male,   United Kingdom    
149596,333539095,Anthony Grey,male,   United Kingdom    
149597,440175801,Anthony Grey,male,   United Kingdom    
149598,375709177,Eugene O'Neill,male, United States    
149600,822009102,Eugene O'Neill,male, United States    
149602,300046014,Eugene O'Neill,male, United States    
149604,094045050X,Eugene O'Neill,male, United States    
149606,394701658,Eugene O'Neill,male, United States    
149608,486287556,Eugene O'Neill,male, United States    
149610,300046006,Eugene O'Neill,male, United States    
149612,805003614,Jan Morris,female, United Kingdom    
149613,140236120,Jan Morris,female, United Kingdom    
149614,670807923,Jan Morris,female, United Kingdom    
149615,743201280,Jan Morris,female, United Kingdom    
149616,195030699,Jan Morris,female, United Kingdom    
149617,394755642,Jan Morris,female, United Kingdom    
149618,306811804,Jan Morris,female, United Kingdom    
149619,192158465,Jan Morris,female, United Kingdom    
149620,792265238,Jan Morris,female, United Kingdom    
149621,195042212,Jan Morris,female, United Kingdom    
149622,679724869,Jan Morris,female, United Kingdom    
149623,156302861,Jan Morris,female, United Kingdom    
149624,015122563X,Jan Morris,female, United Kingdom    
149625,019503452X,Jan Morris,female, United Kingdom    
149626,156983567,Jan Morris,female, United Kingdom    
149627,195204891,Jan Morris,female, United Kingdom    
149628,60183284,Jan Morris,female, United Kingdom    
149629,517580055,Jan Morris,female, United Kingdom    
149630,195038703,Jan Morris,female, United Kingdom    
149631,345339258,Virginia M. Axline,male,   United States    
149632,345303350,Virginia M. Axline,male,   United States    
149633,449147894,Ann Cleeves,female, United Kingdom  
149634,449145751,Ann Cleeves,female, United Kingdom  
149635,449146774,Ann Cleeves,female, United Kingdom  
149636,449133494,Ann Cleeves,female, United Kingdom  
149637,449147207,Ann Cleeves,female, United Kingdom  
149638,044914979X,Ann Cleeves,female, United Kingdom  
149639,449145409,Ann Cleeves,female, United Kingdom  
149640,449133486,Ann Cleeves,female, United Kingdom  
149641,449149188,Ann Cleeves,female, United Kingdom  
149642,449148939,Ann Cleeves,female, United Kingdom  
149643,704349221,Jill Dawson,female, United Kingdom  
149644,340822961,Jill Dawson,female, United Kingdom  
149645,618197281,Jill Dawson,female, United Kingdom  
149646,340653833,Jill Dawson,female, United Kingdom  
149647,571198643,Jill Dawson,female, United Kingdom  
149648,156649222X,Jill Dawson,female, United Kingdom  
149649,340751673,Jill Dawson,female, United Kingdom  
149650,375724451,Cynthia Ozick,female, United States    
149651,815603533,Cynthia Ozick,female, United States    
149652,394547012,Cynthia Ozick,female, United States    
149653,679729267,Cynthia Ozick,female, United States    
149654,679454764,Cynthia Ozick,female, United States    
149655,395860520,Cynthia Ozick,female, United States    
149656,930289234,Alan Moore,male, United Kingdom  
149662,1563896680,Alan Moore,male, United Kingdom  
149668,1592910122,Alan Moore,male, United Kingdom  
149674,930289455,Alan Moore,male, United Kingdom  
149680,958578346,Alan Moore,male, United Kingdom  
149686,930289528,Alan Moore,male, United Kingdom  
149692,446386901,Alan Moore,male, United Kingdom  
149698,1592910092,Alan Moore,male, United Kingdom  
149704,446386898,Alan Moore,male, United Kingdom  
149710,1592910076,Alan Moore,male, United Kingdom  
149716,1563897849,Alan Moore,male, United Kingdom  
149722,1840233451,Alan Moore,male, United Kingdom  
149728,1563898802,Alan Moore,male, United Kingdom  
149734,930289226,Alan Moore,male, United Kingdom  
149740,930289544,Alan Moore,male, United Kingdom  
149746,1563896648,Alan Moore,male, United Kingdom  
149752,1563897199,Alan Moore,male, United Kingdom  
149758,1563898047,Alan Moore,male, United Kingdom  
149764,1563896540,Alan Moore,male, United Kingdom  
149770,140388346,Megan Whalen Turner,male,  
149774,688146279,Megan Whalen Turner,male,  
149778,140386726,Megan Whalen Turner,male,  
149782,014006110X,J.M. Coetzee,male,South Africa    
149785,014009623X,J.M. Coetzee,male,South Africa    
149788,300039743,J.M. Coetzee,male,South Africa    
149791,394588592,J.M. Coetzee,male,South Africa    
149794,140110321,J.M. Coetzee,male,South Africa    
149797,436201933,J.M. Coetzee,male,South Africa    
149800,140139591,J.M. Coetzee,male,South Africa    
149803,014029953X,J.M. Coetzee,male,South Africa    
149806,446324825,Frank De Felitta,male, United States    
149807,671507753,Frank De Felitta,male, United States    
149808,446302066,Frank De Felitta,male, United States    
149809,380760428,Frank De Felitta,male, United States    
149810,380814145,Frank De Felitta,male, United States    
149811,671507761,Frank De Felitta,male, United States    
149812,553289276,Frank De Felitta,male, United States    
149813,446301361,Frank De Felitta,male, United States    
149814,394567889,Marion Cunningham,female,  
149815,553568817,Marion Cunningham,female,  
149816,553234889,Marion Cunningham,female,  
149817,733602894,Kerry Greenwood,female,Australia  
149821,869142941,Kerry Greenwood,female,Australia  
149825,449148327,Kerry Greenwood,female,Australia  
149829,086914362X,Kerry Greenwood,female,Australia  
149833,1590581172,Kerry Greenwood,female,Australia  
149837,1590580427,Kerry Greenwood,female,Australia  
149841,869142755,Kerry Greenwood,female,Australia  
149845,449147339,Kerry Greenwood,female,Australia  
149849,142401978,Graeme Base,male, United Kingdom    
149850,810919397,Graeme Base,male, United Kingdom    
149851,810938251,Graeme Base,male, United Kingdom    
149852,810939983,Graeme Base,male, United Kingdom    
149853,810932377,Graeme Base,male, United Kingdom    
149854,810915472,Graeme Base,male, United Kingdom    
149855,810932652,Graeme Base,male, United Kingdom    
149856,590440861,Graeme Base,male, United Kingdom    
149857,810908514,Graeme Base,male, United Kingdom    
149858,810918684,Graeme Base,male, United Kingdom    
149859,810945681,Graeme Base,male, United Kingdom    
149860,140561609,Graeme Base,male, United Kingdom    
149861,140559965,Graeme Base,male, United Kingdom    
149862,184121602X,Lauren Child,female,   United Kingdom    
149863,140350233,Eleanor H. Porter,female, United States    
149864,689849109,Eleanor H. Porter,female, United States    
149865,816714681,Eleanor H. Porter,female, United States    
149866,1557482977,Eleanor H. Porter,female, United States    
149867,140367586,Eleanor H. Porter,female, United States    
149868,140366822,Eleanor H. Porter,female, United States    
149869,1557486603,Eleanor H. Porter,female, United States    
149870,1577658221,Eleanor H. Porter,female, United States    
149871,947214380,Jackie French,female,Australia    
149872,207186499,Jackie French,female,Australia    
149873,207178550,Jackie French,female,Australia    
149874,618381368,Jackie French,female,Australia    
149875,207191158,Jackie French,female,Australia    
149876,732270030,Jackie French,female,Australia    
149877,947214240,Jackie French,female,Australia    
149878,140558942,Richard McGuire,male, United States  
149879,670863963,Richard McGuire,male, United States  
149880,553010603,Walter Lord,male, United States    
149882,688049397,Walter Lord,male, United States    
149884,805068031,Walter Lord,male, United States    
149886,515092509,Walter Lord,male, United States    
149888,801848644,Walter Lord,male, United States    
149890,553106791,Walter Lord,male, United States    
149892,803279027,Walter Lord,male, United States    
149894,394877446,Deborah Hautzig,male, United States    
149895,394881788,Deborah Hautzig,male, United States    
149896,679816755,Deborah Hautzig,male, United States    
149897,394872258,Deborah Hautzig,male, United States    
149898,380603438,Deborah Hautzig,male, United States    
149899,679873414,Deborah Hautzig,male, United States    
149900,679801596,Deborah Hautzig,male, United States    
149901,039487062X,Deborah Hautzig,male, United States    
