,ISBN,bookTitle,book_average_rating
158996,825426219,So Great Salvation,3.87
158997,825426200,God's Love for a Sinning World (Charles G. Finney Memorial Library),3.87
158998,385416091,The Well of Loneliness,3.66
158999,380542471,Well of Loneliness,3.66
159000,971830509,The King in Yellow,3.69
159002,1842124137,Erasmus and the Age of Reformation,4.06
159003,486404439,The Waning of the Middle Ages,4.06
159004,807046817,Homo Ludens: A Study of the Play-Element in Culture,4.06
159005,1401200516,Brooklyn Dreams,3.52
159006,821725807,Dust on the Sea,4.17
159007,1557045313,Gosford Park: The Shooting Script,4.55
159009,753820099,Snobs,4.55
159011,843718366,Hammond World Atlas (Hammond Atlas of the World),4.15
159012,385086016,The Collected Poems of Theodore Roethke,4.15
159013,1559723629,The Mad King: The Life and Times of Ludwig II of Bavaria,3.98
159014,1854104640,Mad King a Biography of Ludwig II of Bav,3.98
159015,152163778,Miracle on 34th Street: [Facsimile Edition],4.05
159016,152545263,Miracle on 34th Street,4.05
159017,884113027,Inside Benchley,4.25
159018,1888173610,Of All Things! (Common Reader Editions),4.25
159019,1888173718,Love Conquers All (Common Reader Editions),4.25
159020,553106686,Into the Forest,3.79
159022,743470079,Windfalls : A Novel,3.79
159026,934971498,Into the Forest: A Novel,3.79
159028,415924995,Gender Trouble (Tenth Anniversary Edition),4.09
159030,91780357,Gh Complete Book of Chocolate,4.36
159031,1588162508,The Good Housekeeping Hostess: An Old-Fashioned Guide to Gracious Living,4.36
159032,688061648,The New Good Housekeeping Family Health and Medical Guide,4.36
159033,688165974,Good Housekeeping Best Recipes 1999,4.36
159034,670807699,An Omelette and a Glass of Wine,4.24
159035,140468463,An Omelette and a Glass of Wine,4.24
159036,333908376,Editor: A Memoir,4.24
159038,895261464,Invasion: How America Still Welcomes Terrorists Criminals &amp; Other Foreign Menaces to Our Shores,3.98
159039,451179331,A Dangerous Devotion,4.11
159041,451179323,A Dangerous Temptation,4.11
159043,684824647,At Large: the Strange Case of the World's Biggest Internet Invasion,4.02
159046,515089192,Shyness,3.95
159047,321060490,Psychology and Life,3.95
159048,310803063,Purpose-DrivenÂ® Life Journal The,3.92
159052,310205719,The Purpose-Driven Life: What on Earth Am I Here For?,3.92
159056,310805554,The Purpose-Driven Life Deluxe Journal,3.92
159060,076241684X,The Purpose Driven Life: What on Earth Am I Here For?,3.92
159064,441805914,Thieves' World (Thieves' World),3.97
159066,1892065894,Something M. Y. T. H. Inc.,3.97
159068,189206555X,Myth-Ion Improbable,3.97
159070,9993692662,Tales from the Vulgar Unicorn,3.97
159072,1573182044,L. Ron Hubbard Presents The Best of Writers of the Future,3.58
159074,1592121659,L. Ron Hubbard Presents Writers of the Future (L Ron Hubbard Presents Writers of the Future),3.58
159076,884046419,L. Ron Hubbard Presents Writers of the Future (L. Ron Hubbard Presents Writers of the Future),3.58
159078,671720333,FALLING TORCH,3.58
159080,425038122,Michaelmas,3.58
159082,449146782,Brothers,4.16
159083,446523585,Lionhearts: Heroes of Israel,4.16
159084,1582401837,Powers: Who Killed Retro Girl?,4.08
159086,1582401748,Torso,4.08
159088,158240223X,Powers: Who Killed Retro Girl?,4.08
159090,078510898X,Ultimate Spider-man Vol. 1,4.08
159092,791426777,Being and Time: A Translation of Sein and Zeit (Suny Series in Contemporary Continental Philosophy),4.01
159095,60638451,Basic Writings: From Being and Time (1927) to the Task of Thinking (1964) (His Works),4.01
159098,300083289,Introduction to Metaphysics,4.01
159101,61314595,Discourse on Thinking,4.01
159104,791426785,Being and Time: A Translation of Sein and Zeit (SUNY series in Contemporary Continental Philosophy),4.01
159107,60638745,Hegel's Concept of Experience: With a Section from Hegels Phenomenology of Spirit in the Kenley Royce Dove Translation,4.01
159110,486277887,Selected Poems (Dover Thrift Editions),4.14
159112,517101548,Selected Poems,4.14
159114,375757341,The Complete Poetry and Selected Prose of John Donne (Modern Library Classics),4.14
159116,679601023,The Complete Poetry and Selected Prose of John Donne (Modern Library Series),4.14
159118,460870351,Complete Poems (Everyman's library),4.14
159120,140802363,The Complete English Poems (Penguin English Poets),4.14
159122,312499442,The Love Poems of John Donne,4.14
159124,140422099,Complete English Poems: John Donne (Penguin Classics),4.14
159126,1857995716,Love Poems (Phoenix 60p Paperbacks - the Literature of Passion),4.14
159128,192834908,Selected Poetry (Oxford World's Classics),4.14
159130,882950320,Selected Poems (Crofts classics),4.14
159132,014000033X,Anna of the Five Towns (Modern Classics S.),3.81
159133,014000176X,The Grand Babylon Hotel (Modern Classics S.),3.81
159134,1853262722,Old Wives Tale (Wordsworth Collection),3.81
159135,375754903,The Old Wives' Tale (Modern Library (Paperback)),3.81
159136,140038868,These Twain (Clayhanger Series),3.81
159137,140009973,Clayhanger (Modern Classics S.),3.81
159138,014018015X,Anna of the Five Towns (Penguin Classics),3.81
159139,862992079,Whom God Hath Joined (Pocket Classics),3.81
159140,140182551,The Old Wives' Tale (20th Century Classics),3.81
159141,486408779,Emperor of Ice-Cream and Other Poems (Dover Thrift Editions),4.27
159142,1883011450,Wallace Stevens : Collected Poetry and Prose (Library of America),4.27
159143,679724451,The Palm at the End of the Mind: Selected Poems and a Play,4.27
159144,140074996,The west pier (Penguin modern classics),4.09
159145,140102930,Mr. Stimpson and Mr.Gorse,4.09
159146,140120432,The Charmer,4.09
159147,848810384,Hangover Square,4.09
159148,141181648,The Slaves of Solitude (Penguin Twentieth Century Classics S.),4.09
159149,031226755X,The Junction Boys: How Ten Days in Hell with Bear Bryant Forged a Championship Team,4.2
159150,312303262,The Undefeated: The Oklahoma Sooners and the Greatest Winning Streak in College Football,4.2
159151,312266561,The Undefeated: The Oklahoma Sooners and the Greatest Winning Streak in College Football,4.2
159152,413553701,Addams and Evil: An Album of Cartoons (Methuen Humour Classics),4.53
159153,067974813X,The World of Charles Addams,4.53
159154,671778129,MY CROWD,4.53
159155,671439634,Creature Comforts,4.53
159156,689848749,The Charles Addams Mother Goose,4.53
159157,152674500,The River at Green Knowe (Odyssey Classic),4.02
159158,1557344116,A Guide for Using Shadow of a Bull in the Classroom,3.54
159159,689702981,Shadow of a Bull,3.54
159160,689715676,Shadow Of A Bull,3.54
159161,689711328,SHADOW OF A BULL,3.54
159162,375502467,Roosevelt's Secret War: FDR and World War II Espionage,4.13
159163,051753925X,The Spiderweb,4.13
159164,670823422,Casey: From the OSS to the CIA,4.13
159165,014016622X,Nuremberg : Infamy on Trial,4.13
159166,3895070130,Der Schimmelreiter Erzaehlungen,3.43
159167,3423026189,Der Schimmelreiter. Berlin 1888.,3.43
159168,3804202969,Der Schimmelreiter.,3.43
159169,671447971,Powers of Mind,3.89
159170,039472013X,Money Game,3.89
159171,679424733,The Wealth of Nations: An Inquiry into the Nature and Causes (Modern Library (Hardcover)),3.89
159172,394498321,Powers of mind,3.89
159173,671448250,Paper Money,3.89
159174,345254260,Powers of the Mind,3.89
159175,226763749,An Inquiry into the Nature and Causes of the Wealth of Nations/2 Volumes in 1,3.89
159176,140432086,The Wealth of Nations/Books I-III (Penguin Classics),3.89
159177,345283805,Powers of the Mind,3.89
159178,425154076,Talked to Death,3.77
159179,3499148218,Mephisto: Roman einer Karriere,3.98
159180,3499227487,Mephisto. Roman einer Karriere.,3.98
159181,3499153254,Der Wendepunkt. Ein Lebensbericht.,3.98
159182,2246457319,Le volcan,3.98
159183,3499127458,Maskenscherz: Die frÃ¼hen ErzÃ¤hlungen,3.98
159184,3499151413,Alexander. Roman der Utopie.,3.98
159185,609802410,Moosewood Restaurant New Classics,4.03
159186,031217442X,I May Be Some Time: Ice and the English Imagination,4.07
159187,312421842,The Child That Books Built : A Life in Reading,4.07
159188,805072152,The Child That Books Built: A Life in Reading,4.07
159189,743202414,A Primate's Memoir: A Neuroscientist's Unconventional Life Among the Baboons,4.34
159190,743202473,A Primate's Memoir,4.34
159191,684838915,The Trouble With Testosterone: And Other Essays On The Biology Of The Human Predicament,4.34
159192,068483409X,The TROUBLE WITH TESTOSTERONE : And Other Essays on the Biology of the Human Predicament,4.34
159193,1573226599,Gospel Truth: The New Image of Jesus Emerging from Science and History and Why It Matters,4.13
159195,1878841351,Jackie Robinson (Pb),4.13
159197,187884136X,Abraham Lincoln and the End of Slavery (Gateway),4.13
159199,1568656017,The Perfect Husband,4.13
159202,3442356318,Der nÃ?Â¤chste Mord.,4.13
159205,486217930,The Best Tales of Hoffmann,4.04
159206,394820185,The Nutcracker,4.04
159207,590374516,If You Only Knew (The Friendship Ring Series),3.41
159209,590374532,Not That I Care (The Friendship Ring Series),3.41
159211,439448328,I Love to Read! (Four Original Stories for Independent Readers),3.41
159213,439087635,Not That I Care (Rachel Vail's the Friendship Ring Series),3.41
159215,590374540,What Are Friends For? (Friendship Ring),3.41
159217,590689118,Popularity Contest (Friendship Ring),3.41
159219,590689142,Fill in the Blank (Friendship Ring),3.41
159221,380724650,Ever After (An Avon Flare Book),3.41
159223,531054608,Do-Over: A Novel,3.41
159225,439332818,Homework Trouble (Mama Rex and T),3.41
159227,140361677,Wonder,3.41
159229,439199182,Mama Rex and T lose a waffle,3.41
159231,8440697945,Para Que Estan Las Amigas,3.41
159233,379414841X,Friendship Ring 3. Bald gibt's rote Kirschen. ( Ab 11 J.).,3.41
159235,439283353,The Horrible Playdate,3.41
159237,553575783,The Bargain,3.25
159238,451135199,The Irresolute Rivals,3.25
159239,553577735,Charmed and Dangerous,3.25
159240,553577743,Bride to Be,3.25
159241,446942472,Gwendeline    (11),3.25
159242,553575775,The Marriage Wager,3.25
159243,1569710775,The Tale of One Bad Rat,3.89
159244,399238506,Olivia Kidney,3.83
159245,974800805,Masters of the Universe: Icons of the Evil (Masters of the Universe (MVCreations)),4.28
159249,1582403589,The Walking Dead: Days Gone Bye,4.28
159253,140120287X,Thundercats: Dogs of War (Thundercats),3.94
159256,948444096,Geology and the Buildings of Oxford (Oxford Region Thematic Trail),3.96
159258,375502955,A Vast Conspiracy: The Real Story of the Sex Scandal That Nearly Brought Down a President,4.21
159259,679441700,The Run of His Life: The People V. O.J. Simpson,4.21
159260,375507086,Too Close to Call: The Thirty-Six-Day Battle to Decide the 2000 Election,4.21
159261,085111198X,Testing Darwinism: An Easy-to-understand Guide,3.54
159262,830813241,Darwin on Trial,3.54
159263,830813608,Defeating Darwinism by Opening Minds,3.54
159264,915943425,Coming Home Crazy/an Alphabet of China Essays,4.09
159265,1571312501,Coming Home Crazy: An Alphabet of China Essays,4.09
159266,1571312595,Eccentric Islands: Travels Real and Imaginary,4.09
159267,193223442X,Strangers,3.65
159268,1932234039,Strangers,3.65
159269,307101894,Walt Disney's Pinocchio (A First little golden book),3.96
159270,307126846,Walt Disney's Cinderella (A Golden Look-Look Book),3.96
159271,141307021,Jazmin's Notebook,3.96
159272,1561381543,Disney's the Little Mermaid (Running Press Miniature Editions),3.96
159273,812933176,Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,4.6
159275,609807250,Standing for Something: 10 Neglected Virtues That Will Heal Our Hearts and Homes,4.6
159277,2070367789,La Princesse de ClÃ?Â¨ves et autres romans,3.44
159278,156027097,The Ordinary White Boy,2.96
159279,151008108,The Ordinary White Boy,2.96
159280,64434648,Eight Hands Round: A Patchwork Alphabet,4.2
159281,590448439,Shadows Are About,4.2
159282,425184714,Waterwoman,3.34
159283,425190072,Waterwoman,3.34
159284,373272790,Sins of the Father,4.01
159286,553815296,If Only,4.05
159287,440235847,If Only,4.05
159288,1567313647,How to Sound Smart: A Quick and Witty Guide,3.39
159289,99448882,The Emigrants,4.04
159290,811214133,The Rings of Saturn,4.04
159291,1586601350,The Sewing Circle: One Woman's Mentoring Shapes Lives in Four Stories of Love,3.88
159293,1586601709,Remnant of Forgiveness,3.88
159294,312147325,A Shock To The System : A Donald Strachey Mystery,3.85
159295,312089066,Third Man Out: A Donald Strachey Mystery (Stonewall Inn Mystery),3.85
159296,031218669X,Strachey's Folly: A Donald Strachey Mystery,3.85
159297,1560234709,Death Trick: A Murder Mystery,3.85
159298,312309740,Tongue Tied: A Donald Strachey Mystery,3.85
159299,60926864,Mysterious Skin : A Novel,4.09
159301,60186879,In Awe,4.09
159303,60929200,In Awe,4.09
159305,1890856029,What's New 1,4.41
159306,571194354,The Nation's Favourite: The True Adventures of Radio 1,3.71
159307,571153542,The End of Innocence: Britain in the Time of AIDS,3.71
159308,393323137,Mauve: How One Man Invented a Color That Changed the World,3.71
159309,312863098,The Wages of Fame,3.71
159310,385148054,The Officers' Wives,3.71
159311,895872889,Ghost Dogs of the South,3.65
159312,895872293,Ghost Dogs of the South,3.65
159313,895870649,Mountain Ghost Stories and Curious Tales of Western North Carolina,3.65
159314,399143009,From a Sealed Room,4.19
159315,042517641X,From a Sealed Room,4.19
159316,399141030,Sister Brother: Gertrude and Leo Stein,3.93
159317,747534896,Sister Brother,3.93
159318,899194427,Genet: A Biography of Janet Flanner,3.93
159319,1893896846,Chasing The Shadows,3.89
159324,1893896927,Circle of Desire,3.89
159329,1893896358,Memory Zero,3.89
159334,1893896218,KISS THE NIGHT GOOD-BYE,3.89
159339,1893896595,Dancing with the Devil,3.89
159344,1900097230,The X-Files 3: The Haunting (The X-Files),3.92
159345,1900097249,The X-Files Digest: Dead to the World (The X-Files),3.92
159347,8478447385,La Leyenda de Los Pendragon,4.19
159348,194227030,Mary Queen of Scots (Bookworms),3.85
159351,194229408,The Elephant Man: Level 1 (Oxford Bookworms Library),3.85
159354,1400032903,Bangkok 8 (Vintage),3.76
159355,688147747,The Last Six Million Seconds: A Thriller,3.76
159356,688143997,A Personal History of Thirst,3.76
159358,553295187,Wicked Company: A Novel of the Eighteenth Century,3.68
159360,670408581,Sharing Parenthood After Divorce,3.68
159362,044900273X,Island of the Swans,3.68
159364,553275984,Island of the Swans,3.68
159366,964894238,The Forever Kiss,3.9
159368,425196844,Jane's Warlord (Berkley Sensation),3.9
159370,778320820,Me &amp; Emma,3.9
159372,1551667274,But Inside I'm Screaming,3.9
159374,373770073,The Stone Prince (Hqn Books),4.08
159380,505526018,Forced Mate,3.57
159381,312327129,Singled Out,4.01
159382,446614866,The Red Diary,3.77
159385,373250665,Summer In The Land Of Skin (Red Dress Ink),3.66
159387,050552600X,Lauren's Eyes,3.6
159388,312332459,Tonight I Said Goodbye (Lincoln Perry),3.74
159389,843953721,Devil's Bargain,3.63
159390,399151842,Amagansett,3.46
159391,874061326,The Scariest Stories You've Ever Heard,3.46
159393,3499232510,Die FlÃ?Â¼chtige.,3.64
159394,184195408X,Missing,3.64
159395,3499229463,Schuld.,3.64
159396,3805206984,Die FlÃ?Â¼chtige.,3.64
159397,451459849,Heat Stroke (Weather Warden Series Book 2),3.96
159403,451459873,Blood Rites (The Dresden Files Series Book 6),4.44
159409,441011993,Furies Of Calderon,4.44
159416,446670588,Official Slacker Handbook,3.16
159417,765310015,Gardens of the Moon : Book One of the Malazan Book of the Fallen (Malazan Book of the Fallen),3.87
159422,441011594,Iron Sunrise,3.88
159427,441010725,Singularity Sky,3.88
159432,1587154137,Toast: And Other Rusted Futures,3.88
159437,441011799,Singularity Sky,3.88
159442,765307375,The Skinner,4.14
159446,765307359,Gridlinked,4.14
159450,60723475,A Hoe Lot of Trouble : A Nina Quinn Mystery (Nina Quinn Mysteries),3.91
159452,446614254,The Runaway Duke,4.15
159454,1578568234,Dragonspell,3.89
159457,373750285,The Cowboy and the Bride : Fatherhood (American Romance),3.96
159458,843952806,The Pirate Hunter,4.05
159463,843952776,The Pirate Next Door,4.05
159468,843951338,Perils of the Heart,4.05
159473,1585671274,South from the Limpopo: Travels Through South Africa,4.05
159474,879513055,The Waiting Land: A Spell in Nepal,4.05
159475,879512482,Full Tilt: Ireland to India With a Bicycle,4.05
159476,1400050413,Maid Marian,3.73
159477,743256182,Some Danger Involved : A Novel,3.91
159478,425195279,Charming the Shrew (Berkley Sensation),4.08
159479,051513421X,The Devil of Kilmartin (Highland Fling Romance),4.08
159480,380720019,Boer War,4.13
159481,380719991,Scramble for Africa...,4.13
159482,394427424,The Boer War,4.13
159486,395480086,The Long Gray Line,4.25
159489,373250584,It's Not You It's Me (Red Dress Ink),3.64
159491,743443721,The Innocent,3.45
159492,843952067,Carnal Gift,4.05
159496,843951699,Sweet Release,4.05
159500,1569473447,Death of a Nationalist (Soho Crime),3.78
159501,1569473439,Law of Return,3.78
159502,609608541,The Quantum and the Lotus : A Journey to the Frontiers Where Science and Buddhism Meet,4.14
159503,974363944,Jinxed,3.66
159504,312303289,The Confession,3.78
159506,312302452,The Bridge of Sighs: A Novel,3.78
159508,312326017,The Bridge of Sighs : A Novel,3.78
159510,395619041,World War II: The best of American heritage,4.32
159511,445202629,Landscape Turned Red: The Battle of Antietam,4.32
159512,395619025,Eyewitness to World War II: The Best of American Heritage (American Heritage Library),4.32
159513,395619068,The Civil War: The Best of American Heritage (American Heritage Library),4.32
159514,345457714,Broken Angels,4.06
159519,60541695,City of Pearl,3.86
159521,765303906,Fudoki,3.86
159522,312875592,The Fox Woman,3.86
159523,312854293,The Fox Woman,3.86
159524,195141830,Lost Christianities: The Battle for Scripture and the Faiths We Never Knew,3.91
159525,375411976,A Question of Honor : The Kosciuszko Squadron: Forgotten Heroes of World War II,4.13
159526,684850133,Freedom's Daughters: The Unsung Heroines of the Civil Rights Movement from 1830 to 1970,4.13
159527,385336144,Mission Flats,3.98
159529,1553164822,Green Fire,3.85
159530,435900471,The Wedding of Zein and Other Sudanese Stories,3.71
159534,2742709088,Saison de la migration vers le nord,3.71
159538,435900668,Season of Migration to the North,3.71
159542,141310464,Book of Shadows (Sweep),4.1
159546,142501190,Night's Child (Sweep Super Edition),4.1
159550,141311118,Blood Witch (Sweep #3),4.1
159554,142301825,Full Circle (Sweep 14),4.1
159558,843951419,Princess Charming,3.35
159559,804119694,Wild at Heart,3.74
159561,1843601702,The Price of Pleasure,3.99
159566,446528307,Leaving Atlanta,4.0
159568,446690899,Leaving Atlanta: A Novel,4.0
159570,806963379,The Little Giant Encyclopedia of Toasts &amp; Quotes,3.81
159571,399148574,In My Sister's Country,2.99
159574,1591840082,Smartest Guys in the Room: The Amazing Rise and Scandalous Fall of Enron,4.01
159575,70560587,Soldiers of Evil: The Commandants of the Nazi Concentration Camps,3.92
159576,805070206,Elvis in Jerusalem: Post-Zionism and the Americanization of Israel,3.92
159577,805066608,The Seventh Million: The Israelis and the Holocaust,3.92
159578,426204840,So Vile a Sin (Doctor Who : the New Adventures),3.92
159583,880297123,Brotherhood of War,4.28
159584,316355569,Swimming Sweet Arrow : A Novel,3.17
159585,316305995,Swimming Sweet Arrow: A Novel,3.17
159586,60536675,Bullets of Rain : A Novel of Suspense,4.17
159587,812525868,The Kill Riff,4.17
159588,312930658,The Kill Riff,4.17
159589,1894942345,Caviar Dreams,3.71
159590,552549339,Buried Fire,4.01
159595,786851953,The Leap,4.01
159600,375752285,Personal Memoirs: Ulysses S. Grant (Modern Library War),4.29
159602,140437010,Personal Memoirs of U.S. Grant (Penguin Classics),4.29
159604,151003548,Sky Coyote: A Novel of the Company,3.77
159606,151002991,In the Garden of Iden: A Novel of the Company,3.77
159608,786702826,The House on the Borderland,3.66
159609,8427008368,Los Naufragos De Las Tinieblas,3.66
159610,374522359,God's Dust: A Modern Asian Journey,3.89
159611,375705368,Anglomania: A European Love Affair,3.89
159612,374164584,God's Dust: A Modern Asian Journey,3.89
159613,037550222X,The Missionary and the Libertine: Love and War in East and West,3.89
159614,618174974,The World According to Dog : Poems and Teen Voices (Bccb Blue Ribbon Nonfiction Book Award (Awards)),4.08
159615,810920492,Norman Rockwell: A sixty year retrospective,4.2
159616,039450657X,The Norman Rockwell Poster Book / Edited,4.2
159617,810915839,Norman Rockwell's Christmas book,4.2
159618,1854225421,Norman Rockwell: A centennial celebration,4.2
159619,791712613,Norman Rockwell's Christmas,4.2
159620,810904527,Norman Rockwell,4.2
159621,517119218,Norman Rockwell (The Miniature Masterpieces Series),4.2
159622,6551009,Among the Mountains: Travels through Asia,4.16
159623,140095144,Arabian Sands (Travel Library),4.16
159624,736806490,The Digestive System (Human Body Systems),3.97
159625,031232118X,Something Borrowed,3.71
159630,590118773,Miss Nelson is Missing,4.27
159633,374403864,Angry Arthur (Sunburst Book),4.19
159634,862641985,Anyone Seen Harry Lately?,4.19
159635,525461485,Princess Chamomile Gets Her Way,4.19
159636,590205579,Yo! Yes? (Caldecott Honor Books),3.87
159637,786806419,Goosey Goose (Thingy Things),3.87
159638,3257701381,Die Kraft des Geistes. Auswahl aus den Schriften.,4.07
159639,1893163008,The Way to God,4.07
159640,2070325709,Tous les hommes sont frÃ?Â¨res,4.07
159641,316234087,Ed Emberley's ABC,4.22
159642,316234311,First Words: Sounds (First to Read),4.22
159644,316235970,Ed Emberley's Drawing Book of Animals,4.22
159645,609800116,Your Heart's Desire: Instructions for Creating the Life You Really Want,4.17
159646,1401901921,Diary of a Psychic: Shattering the Myths,4.17
159650,831771399,Pushkins Fairy Tales,4.09
159653,3430174597,Top 50 - Projektmanagement. Machen Sie aus jeder Aufgabe ein Erlebnis.,3.91
159654,078949647X,Re-imagine!,3.91
159655,60971843,Thriving on Chaos : Handbook for a Management Revolution,3.91
159656,3800050617,Im Bann des FluchtrÃ?Â¤gers,3.87
159657,452277744,The Beauty of Men: A Novel,3.99
159658,688048579,The Beauty of Men: A Novel (Beauty of Men),3.99
159659,452263956,Nights in Aruba,3.99
159660,452261295,Dancer from the Dance: A Novel (Plume Contemporary Fiction),3.99
159661,929701712,Beneath a Marble Sky: A Novel of the Taj Mahal,3.78
159664,743423003,When I Was Five I Killed Myself,3.79
159665,1585670391,When I Was Five I Killed Myself,3.79
159666,679729941,Hitler and Stalin: Parallel Lives,4.1
159667,6861296,The Fontana Dictionary of Modern Thought,4.1
159668,679602070,The Education of Henry Adams (Modern Library Series),3.67
159669,067964010X,The Education of Henry Adams,3.67
159670,192823698,The Education of Henry Adams (Oxford World's Classics),3.67
159671,452009421,Democracy,3.67
159672,395083524,The Education of Henry Adams (American Heritage Library),3.67
159673,618056661,The Education of Henry Adams: An Autobiography,3.67
159674,306801574,The Rommel Papers (Da Capo Paperback),4.21
159676,803754051,A Certain Magic,3.88
159677,044091339X,Certain Magic,3.88
159678,64432386,Sarah's Room,3.88
159679,140320385,Whiskers Once and Always,3.88
159680,553373412,Button Soup (Bank Street Ready-to-Read Level 2 Grades 1-3),3.88
159681,761328084,My Mothers' Daughter Lb,3.88
159682,969822529,Monk Who Sold His Ferrari,3.81
159684,1401900127,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,3.81
159686,1401900135,Leadership Wisdom from the Monk Who Sold His Ferrari: The 8 Rituals of Visionary Leaders,3.81
159688,1591820650,Rave Master #2,4.39
159690,99286580,Mouthing the Words,3.9
159691,786709669,Mouthing the Words: A Novel,3.9
159692,043400796X,Mouthing the Words,3.9
159693,786708522,Mouthing the Words,3.9
159694,60539097,How to Make Love Like a Porn Star: A Cautionary Tale,3.75
159695,590416227,Tikki Tikki Tembo,4.2
159698,805011668,Tikki Tikki Tembo (An Owlet Book),4.2
159701,525442553,The Funny Little Woman,4.2
159704,140116370,Les Liaisons Dangereuses,4.07
159706,186508400X,Follow the Blue,3.79
159708,679722971,Zen in the Art of Archery,4.04
159709,75536536,Introduction To Saint Thomas Aquinas,4.09
159711,872206130,Treatise on Human Nature: Summa Theologiae 1A 75-89 (The Hackett Aquinas Project),4.09
159713,727913689,ABC of Sexually Transmitted Diseases,3.91
159714,155011278,Interplay,3.91
159715,750906871,The Wyvern Mystery,3.84
159719,451526392,Carmilla and 12 Other Classic Tales of Mystery,3.84
159727,3442309174,Die Umarmung des Todes.,3.41
159729,4770029055,Out,3.41
159731,352334916,Hard Corps (Black Lace),3.48
159734,039923019X,The Seven Songs of Merlin (Lost Years of Merlin (Hardcover)),3.98
159736,1582971595,The Complete Handbook of Novel Writing: Everything You Need to Know About Creating &amp; Selling Your Work,3.7
159737,809125811,Spirit of the Earth,4.09
159740,871568136,Walking Softly in the Wilderness,4.09
159743,006097723X,Mukiwa: A White Boy in Africa,4.06
159744,738703486,The Circle Within: Creating a Wiccan Spiritual Tradition,4.15
159747,1584852038,The Secret Voice of Gina Zhang (Ag Fiction (American Girl)),3.59
159748,1557783713,Passionate Pilgrim: The Extraordinary Life of Alma Reed,3.67
159749,1931514593,Mars #2,4.11
159752,1591820723,MARS #7,4.11
159755,1591820553,Mars #4,4.11
159758,1931514585,Mars #1,4.11
159761,1592231497,Uncle John's Presents: Book of the Dumb (Bathroom Reader Series),4.24
159766,1858289394,The Rough Guide to the Universe (Rough Guide Reference),4.24
159771,395067995,The Complete Tales of Uncle Remus,4.14
159772,1563897504,Crisis on Infinite Earths,4.04
159773,671814451,FANTASTIC 4,4.04
159774,671820443,MAYHEM MANHATTAN,4.04
159776,8420616419,AntologÃ­a poÃ©tica (SecciÃ³n Literatura),4.04
159777,9500305372,Niebla - 622,4.04
159778,9561305291,NADA Menos Que Todo Un Hombre,4.04
159779,8476001584,Educacion y Sociologia en Espana: Seleccion de Textos (Serie EducaciÃ³n),4.04
159780,449907538,Praying for Sheetrock: A Work of Nonfiction,4.19
159781,201550482,Praying for Sheetrock: A Work of Nonfiction,4.19
159782,449908097,The Temple Bombing,4.19
159783,1559273844,The Temple Bombing,4.19
159784,201622068,The Temple Bombing,4.19
159785,156443562,The Informer,3.99
159786,863270433,Famine (Great Contemporary Authors),3.99
159787,039609130X,The Wilderness,3.99
159788,863276288,Return of the Brute,3.99
159789,863273696,Skerrett,3.99
159790,140069232,The Stepdaughter (King Penguin S.),3.79
159791,679439706,The Last of the Duchess,3.79
159792,140077324,Corrigan,3.79
159793,477001922X,All She Was Worth,3.68
159794,2877304418,La librairie Tanabe,3.68
159795,395966582,All She Was Worth,3.68
159796,9029051787,Eindelijk oorlog: Roman (Meulenhoff editie),3.21
159798,1577310241,The Inscrutable Americans,3.27
159799,670031763,River of Shadows: Eadweard Muybridge and the Technological Wild West,4.19
159800,140286012,Wanderlust: A History of Walking,4.19
159801,670882097,Wanderlust: A History of Walking,4.19
159802,1859847943,Hollow City: Gentrification and the Eviction of Urban Culture,4.19
159803,786888156,Erasure,3.88
159804,3442453577,Das Geheimnis der Kaschmir- Rose. Roman.,3.73
159805,786712465,Ragtime in Simla: The Second in the Detective Joe Sandilands Series,3.73
159806,517701723,7 Tattoos: A Memoir in the Flesh,4.15
159807,140273905,7 Tattoos: A Memoir in the Flesh,4.15
159808,1573220582,Buddhism Without Beliefs: A Contemporary Guide to Awakening,4.07
159809,747537690,Buddhism Without Beliefs,4.07
159810,1573226564,Buddhism Without Beliefs: A Contemporary Guide to Awakening,4.07
159811,786818379,Confessions of a Not it Girl,3.98
159813,373512600,On the Mend,3.99
159815,263827143,Emergency - Mother Wanted (Medical Romance),3.99
159817,1570270740,The Passionate Mistakes and Intricate Corruption of One Girl in America (Native Agents),4.05
159818,1580050352,Valencia,4.05
159819,1580050735,The Chelsea Whistle (Live Girls Series),4.05
159820,340822481,China Lake: Where Belief Becomes Obsession,3.72
159821,29253608,COMPETITIVE STRATEGY : TECHNIQUES FOR ANALYZING INDUSTRIES AND COMPETITORS,4.25
159822,684841487,COMPETITIVE STRATEGY : TECHNIQUES FOR ANALYZING INDUSTRIES AND COMPETITORS,4.25
159823,684841460,Competitive Advantage : Creating and Sustaining Superior Performance,4.25
159824,394747704,The Gold Cell (Knopf Poetry Series),4.22
159825,679765603,The Wellspring: Poems,4.22
159827,3446107673,SÃ¤mtliche Werke und Briefe,3.95
159829,316109304,The Ascent of Man,4.18
159830,61330019,Western Intellectual,4.18
159831,316109339,The Ascent of Man,4.18
159832,262021285,A sense of the future: Essays in natural philosophy,4.18
159833,1591020255,The Identity of Man (Great Minds Series),4.18
159834,300024096,Origins of Knowledge and Imagination (Country Series),4.18
